Phylum,Class,Order,Family,Genus,Species,x,y,z
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.833815,10.692002,5.493021
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.876227,10.719237,5.437497
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.873451,10.723395,5.439377
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.813061,10.678113,5.5170836
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.776048,10.65816,5.5302286
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.858417,10.665336,5.4763613
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.806513,10.672332,5.5165772
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.793428,10.683696,5.5046597
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.88299,10.734091,5.439059
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.864214,10.749624,5.4405994
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.818554,10.664505,5.506277
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.8411,10.633417,5.515572
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.840741,10.6931095,5.483523
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.76966,10.609344,5.569413
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.816991,10.69775,5.51443
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.788925,10.721329,5.491262
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.894214,10.705373,5.4151983
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma belcheri,8.777397,10.61219,5.5817747
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma malayanum,8.512767,10.249992,6.085547
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma malayanum,8.641891,10.433246,5.85091
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma malayanum,8.574575,10.343847,5.9625883
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma malayanum,8.561162,10.315991,6.000612
Chordata,Leptocardii,Amphioxiformes,Branchiostomatidae,Branchiostoma,Branchiostoma malayanum,8.666141,10.4700575,5.791984
Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Bemisia tabaci,11.790996,3.4349358,3.446155
Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Bemisia tabaci,9.254259,3.9605944,5.6997814
Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Bemisia tabaci,11.7544365,3.4370558,3.4647722
Arthropoda,Insecta,Hemiptera,Aleyrodidae,Bemisia,Bemisia tabaci,11.885654,3.3528621,3.4341457
Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula glutinis,14.838599,4.1204925,3.893724
Chordata,Actinopteri,Cypriniformes,Gobionidae,Biwia,Biwia zezera,12.785004,10.761634,3.4227316
Chordata,Actinopteri,Cypriniformes,Gobionidae,Biwia,Biwia zezera,12.822135,10.639543,3.5624943
Arthropoda,Insecta,Coleoptera,Curculionidae,Wagnerinus,Wagnerinus frugivorus,6.0409603,8.665667,10.099802
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,11.097712,6.1878448,4.7200594
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,11.03205,6.2028203,4.9025316
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,11.075141,6.162365,4.8053236
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,11.054028,6.1503053,4.7823896
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.967604,6.128581,4.767476
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,11.013206,6.1623673,4.7311954
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,11.056682,6.1878633,4.8191857
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.823461,6.1001744,4.852451
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.799022,6.167238,5.151008
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.792855,6.169096,5.1516376
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.804797,6.1136646,5.198377
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,11.030887,6.15072,4.734829
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.81013,6.092312,5.185562
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.785044,6.098837,4.9918895
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.7684555,6.050958,4.9886456
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.808236,6.1261168,5.00589
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.758019,6.1773176,5.1797495
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.793039,6.156196,5.203331
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.753347,6.1428885,5.207337
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.773588,6.132586,5.222303
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.784162,6.161866,5.181289
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.779873,6.126987,5.1960607
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.761703,5.9823995,5.242623
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.784755,6.0403814,5.2242985
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.801597,6.010411,5.214369
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.809211,6.059202,5.208102
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.762287,6.0726714,5.171899
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.803559,6.106546,5.1394143
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.79369,6.029712,5.2687097
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.797952,6.166223,5.1380234
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.832138,6.0243373,5.2306848
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.838571,5.9874377,5.228084
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.839498,6.015746,5.200747
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.794247,6.1750145,5.167849
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.815318,6.0470467,5.205376
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.796454,6.1864605,5.1290474
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.815105,6.1238775,5.2399626
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.796646,6.1508646,5.2376547
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.770009,6.0656385,4.9710546
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.802239,6.116056,5.0770426
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.783558,6.1079335,5.021185
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.840294,6.0749364,5.187157
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.81199,6.0951004,5.142492
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.804513,6.0892367,5.200948
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.753831,6.073051,5.0323696
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.794888,6.072759,5.2049856
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.829787,6.053714,5.22057
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.78492,6.0441394,5.077174
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.7902565,6.045719,5.222227
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.78085,6.1014953,5.210922
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.778944,6.1627445,5.2157106
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.7858305,5.9985204,5.2498283
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.753566,5.99972,5.242226
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.77141,6.076025,5.1861663
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.835637,6.0694733,5.20107
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.803758,6.0365095,5.2033606
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.77424,6.097877,5.1975245
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.911724,6.134608,4.8793807
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,11.086643,6.185974,4.663498
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.861446,6.1575522,4.9497437
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium asperulum,10.890777,6.163615,4.901725
Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,Macrobrachium edentatum,11.2777405,6.1557508,4.7300215
Apicomplexa,Aconoidasida,Haemosporida,Plasmodiidae,Plasmodium,Plasmodium gallinaceum,17.144026,3.6776476,1.4742392
Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,Bathymodiolus hirtus,10.307453,5.0970774,3.5489893
Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,Gigantidas platifrons,11.578843,4.2041698,2.5913835
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus kuroshio,11.280322,6.503692,0.07109334
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus kuroshio,11.288091,6.5056114,0.06194733
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus kuroshio,11.285849,6.4229517,0.208254
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus gigantus,11.296693,6.4819803,0.0995092
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus gigantus,11.299675,6.471814,0.11238898
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus gigantus,11.288903,6.5037227,0.064971924
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus gigantus,11.280164,6.519747,0.044397675
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus gigantus,11.287826,6.5053287,0.062678225
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus gigantus,11.298121,6.4876676,0.08559974
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus gigantus,11.297806,6.480622,0.10256275
Cnidaria,Anthozoa,Zoantharia,Zoanthidae,Zoanthus,Zoanthus gigantus,11.292354,6.501163,0.06666523
Mollusca,Cephalopoda,Myopsida,Loliginidae,Heterololigo,Heterololigo bleekeri,10.923742,6.2479935,3.6379464
Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichinella,Trichinella nativa,15.057935,4.774244,4.1379647
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus fujimurai,8.486375,2.8310974,10.029181
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus mirificus,8.4896145,2.7998707,10.037115
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus yakushimanus,8.428303,2.7881248,10.052931
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus plesiomorphus,8.458381,2.783552,10.025685
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus macrogenys,8.487376,2.7267725,10.038433
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus microps,8.508,2.8553836,10.035026
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus bellatrix,8.494046,2.8402114,10.030414
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus opacipennis,8.470855,2.8201203,10.034013
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus macrocephalus,8.490323,2.8138528,10.03326
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus shiibanus,8.47994,2.8384297,10.028489
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus abaciformis,8.466125,2.822859,10.020971
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus mucronatus,8.460728,2.7444577,10.048761
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus sphodriformis,8.483175,2.8279266,10.031613
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus pseudopachinus,8.477422,2.852842,10.02612
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus masidai,8.479768,2.823178,10.056935
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus kyushuensis,8.492275,2.831805,10.035814
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus sincerus,8.484209,2.8218749,10.048007
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus praedo,8.481699,2.8299396,10.033123
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus dandonis,8.500452,2.7738943,10.020557
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus bisetosus,8.478931,2.7823303,10.016369
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus daisenicus,8.529622,2.8003893,10.0132065
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus biexcisus,8.509255,2.793559,10.026084
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus shibatai,8.480076,2.8269725,10.028956
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus taoi,8.528646,2.8361986,10.019617
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus katashinensis,8.484517,2.8009617,10.019024
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus asymmetricus,8.484273,2.7866898,10.027532
Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,Pterostichus niger,8.490527,2.8321059,10.041989
Mollusca,Bivalvia,Arcoida,Arcidae,Anadara,Anadara globosa,12.5296545,3.8496728,1.7719002
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma eucosmia,10.692923,4.3308697,2.2252407
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma eucosmia,9.890623,4.0731735,2.4203966
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma eucosmia,9.972291,4.055037,2.5052598
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma largillierti,10.419623,4.111533,2.3229895
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma largillierti,10.439407,4.1227174,2.2687995
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma largillierti,10.193561,3.9647987,2.483268
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma largillierti,10.232469,4.0631533,2.6007867
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma largillierti,10.280603,4.0863423,2.3803554
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma amanoi,9.983578,4.059518,2.590994
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma hemihelvus,9.475255,3.2128587,6.7526336
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma eucosmia,11.260362,4.613382,2.6091905
Mollusca,Gastropoda,Stylommatophora,Camaenidae,Satsuma,Satsuma eucosmia,12.832676,5.1228347,1.5088814
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa subkonoi,7.644373,1.8330165,9.755269
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa subkonoi,7.677059,1.8903285,9.776364
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa subkonoi,7.6375504,1.7798047,9.80014
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa subkonoi,7.6502585,1.8697191,9.806289
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa subkonoi,7.6442986,1.8718952,9.840185
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa yonaguni,15.078229,4.4020925,4.3793745
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa konoi,7.621877,1.8577932,9.828254
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa konoi,8.179018,0.2569286,10.142923
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa konoi,7.6689253,1.8950391,9.975655
Arthropoda,Insecta,Coleoptera,Cerambycidae,Mesosa,Mesosa konoi,7.643109,1.8702476,9.82107
Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus piercei,9.88764,3.402817,6.858462
Arthropoda,Arachnida,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus truncatus,8.227796,4.8617616,8.269369
Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,Gigantidas crypta,15.280872,4.3240466,2.587444
Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,Gigantidas crypta,15.253505,4.3423543,2.6120434
Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,Gigantidas crypta,15.415639,4.259051,2.5673306
Mollusca,Bivalvia,Mytilida,Mytilidae,Idas,Idas iwaotakii,12.305573,4.0685463,2.3546515
Mollusca,Bivalvia,Mytilida,Mytilidae,Idas,Idas iwaotakii,15.540491,4.228232,2.5654695
Mollusca,Bivalvia,Mytilida,Mytilidae,Idas,Idas iwaotakii,14.775172,1.9459456,4.718982
Mollusca,Bivalvia,Mytilida,Mytilidae,Idas,Idas iwaotakii,15.524902,4.220387,2.5717733
Mollusca,Bivalvia,Mytilida,Mytilidae,Terua,Terua pacifica,15.776907,4.3609495,1.833736
Mollusca,Bivalvia,Mytilida,Mytilidae,Terua,Terua pacifica,12.235183,3.9886117,2.393122
Mollusca,Bivalvia,Mytilida,Mytilidae,Terua,Terua pacifica,15.485697,4.2748175,2.569279
Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,Gigantidas childressi,15.433908,4.2748036,2.570603
Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,Gigantidas childressi,14.040709,4.6402593,2.5386586
Mollusca,Bivalvia,Mytilida,Mytilidae,Nypamodiolus,Nypamodiolus japonicus,12.881982,4.3615437,3.8167305
Mollusca,Bivalvia,Mytilida,Mytilidae,Gigantidas,Gigantidas horikoshii,14.62637,1.9979044,5.0328097
Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,Bathymodiolus thermophilus,13.757066,4.691051,2.553106
Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada maxima,14.023477,4.737256,2.337159
Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada margaritifera,11.876662,4.0437737,1.944388
Annelida,Polychaeta,Sabellida,Siboglinidae,Osedax,Osedax japonicus,10.0643425,5.785455,3.6424196
Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada albina,11.250772,5.4653087,2.932042
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.772827,3.067873,7.637474
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.739823,3.0784268,7.6143928
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.802599,3.0437033,7.6149855
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.790564,3.061233,7.637965
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.788688,3.0627127,7.641907
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.796475,3.0499206,7.631737
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.801553,3.0438077,7.6157446
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.785793,3.0605502,7.6295176
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.801606,3.0573263,7.6374907
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.766743,3.0469973,7.6540613
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.791667,3.0555072,7.640303
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.798121,3.0489123,7.6134076
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.825586,3.031922,7.612382
Arthropoda,Insecta,Thysanoptera,Thripidae,Thrips,Thrips tabaci,10.792822,3.0558121,7.6355395
Arthropoda,Insecta,Blattodea,Rhinotermitidae,Coptotermes,Coptotermes formosanus,14.9723,4.2447243,3.80062
Mollusca,Gastropoda,Nacellidae,Nacellidae,Cellana,Cellana enneagona,11.314134,7.4720407,5.753379
Mollusca,Gastropoda,Nacellidae,Nacellidae,Cellana,Cellana enneagona,11.329987,7.464152,5.751707
Mollusca,Gastropoda,Nacellidae,Nacellidae,Cellana,Cellana enneagona,11.317277,7.455557,5.737115
Mollusca,Gastropoda,Lottiidae,Lottiidae,Nipponacmea,Nipponacmea fuscoviridis,12.153801,5.209249,1.7403334
