Level,Accuracy,Precision,Recall,F1-Score
Kingdom,1.0,1.0,1.0,1.0
Phylum,0.9333333333333333,0.8731829573934836,0.9333333333333333,0.9017325017325019
Class,0.8,0.7625,0.8,0.7711111111111111
Order,0.6333333333333333,0.6150793650793651,0.6333333333333333,0.604040404040404
Family,0.4666666666666667,0.48333333333333334,0.4666666666666667,0.4666666666666667
Genus,0.4,0.4,0.4,0.4
Species,0.3,0.3,0.3,0.3
